student_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,score
1,1.0061030601410474,2.6250899249047035,-0.021036467116291258,6.231392316140133,3.147998157425586,-0.04466523622429608,-3.4204418509671943,1.5678737469890496,0.18911824464265772,-2.6266254911940847,-1.3048141481778053,-2.5422635704773713,1.8053473085116838,-0.14198124062453776,-3.0145860011230585,-2.265383465595124,-1.6405022320909057,0.41810130139334756,2.502966861535798,-3.1457499095651693,0.6509138150672669,0.2673280583568707,-0.18893609317293658,-3.2967133585095296,0.4980715750003002,-0.6427668257640149,1.1601468915699613,1.106436669553998,0.7007874149501228,-0.147699023630027,-2.8380517090611694,1.1347974659431963,2.802358025715022,0.5378373570162676,1.2401402460338176,-1.0870542884603633,0.48797569225694876,2.9324432828101195,-1.399363831736647,-0.013644949403359585,0.3989009582578123,-0.03527546172393034,0.3879142695792896,-0.49694735770784615,5.66617612153784,1.2846201909973274,-3.44241261353406,1.3550891486978338,1.0694391347753962,-1.9323595243898954,-0.8683015281526133,3.5157935412040695,-1.3457116901080362,1.0383611294371664,1.3588212272777223,4.5101624457647835,-0.34540609741444234,3.255827001873681,0.6073552872900482,1.1264824325463496,-0.31922468114683944
2,4.442870574366944,-2.006559636364129,-1.1818176931650866,1.695413202213811,-3.1684594980701037,-5.989657539859671,-2.6628356536488216,-4.174474774650779,-2.3229995925574136,4.380455565930712,2.8728377718172555,0.4716881286203767,-3.497984372404683,1.505252013166315,1.3968320237947809,-2.8230933520280566,-2.398480007119657,3.2802434718046762,-5.847436691616108,-2.7233551255470383,-3.2659343645090257,-3.864886012140588,4.233312619619406,-2.6385322161567246,-2.872767558679701,2.5953485184200673,-0.16938391425825197,-0.3461485399145904,7.12132158231163,-2.411343387109264,1.3644105299637013,3.1890645051338553,0.09175506631460284,0.5564821302096538,-1.7741842119390303,-1.8149852056847942,2.5344612223351026,-3.8951976644071116,-0.41704759707287303,-0.4784071932682848,-0.949089888607697,1.9953056457954599,0.3206693711547616,3.699394196265829,0.291945740815867,-2.1376574193680105,6.029132763071294,1.8709923827972725,2.66539238584491,-0.3066794329962773,4.140024891899568,1.6401060834351888,4.207556447111793,-3.36738907481442,1.3981707525140281,1.1625809887831862,0.6817623154155139,-4.742942820744063,2.150910511136422,-5.587529066551689,3.4185357873042386
3,1.7237203269613919,-3.3527535939731377,1.0206133357896157,0.5339179983938984,3.7697662870122692,-0.0046833966522208115,-0.01934456540397614,0.5155421841374348,-0.22592204115812686,-0.41423175736844947,0.3832962327510521,-0.15577881433134735,4.246810277886913,1.1928091372251775,-0.40250111292310664,0.7356677606713165,-2.8612969446526444,3.1018576962723237,-0.7100638973309619,2.7160048964726573,-0.7608520819940525,-0.5335888358671164,-3.8685510973075035,-0.49653798934149973,1.0450112349761653,0.12375523878490444,-1.493124824115212,3.001905764307634,0.6709601891992982,-0.5541885608673013,-1.0147347270072418,0.03844847354051237,0.8064727664238793,1.1586144079920042,-2.7256312459906207,0.7392833580472953,3.430627980219125,3.133591214061086,-0.17055623492246752,-0.7662025433962816,1.5108062575687193,1.8226604279311307,1.5701174864711134,3.1390872434878156,0.05934253488612329,-1.882663755879912,1.1037263300151479,1.9377076556144144,-1.2486198065441878,1.248437599371746,5.614803919006188,0.8743271429583598,-0.868329048867619,1.7696082534450164,-1.165895379840953,1.1895526066117923,3.3247184438062947,-1.8588285905743964,2.9809392976118216,1.1219971535208995,2.6184708133887473
4,0.41114031933495676,2.0252210650282305,-2.6219139444388024,-5.890727982316244,-1.0685671017793084,3.413866116259873,3.243599549496954,4.476142046946362,2.650462615648773,-1.7918478117423429,1.0839800619915603,0.08304226049327901,-1.5517945067925845,-1.5885127329988105,1.5562354431425045,-0.47289787735790023,-2.30932069572662,0.20631993908516222,2.6270991646888397,0.4967838937784456,0.8868186451815021,3.112424505200587,-1.5909874321022608,1.784715167226892,4.551132316399127,-3.195577795370628,-1.5530172400165247,0.25154891272585217,0.02286755364137007,2.328112864720247,2.8094170862127306,-2.678858540075493,3.3482004534364194,-1.4828546343198044,0.21039705047635504,3.001571807639685,-1.9439246601292752,-0.4179864173316488,-5.818843978991959,0.5269188516127052,0.1535945052218861,-1.5846871041566848,-1.1810599724508133,-2.7767974085907445,-2.4339306433810584,-2.01918305990429,-1.0109001602971925,6.486530503626411,-2.5116938466917302,1.3745216913727791,-0.5458011186784889,-0.9671991404205402,-1.8486419390423041,1.5350454462101188,-4.300282246637624,-5.457053450332976,1.0662260602345675,2.9963324137883958,4.766362260542313,1.312600320780511,-3.7409922201687125
5,1.011854554244859,3.0295836720004683,-2.574027288811715,-1.9831556331360447,-1.6964834598745056,-2.2581178573090956,-1.7357683084843198,0.68937273565462,-0.8497697947722479,0.14724696440115984,0.49565507240979156,1.0186684956432734,-3.364812602872423,0.8574981682362272,-1.4832071200491947,0.5056654455558252,-1.1687761045731573,-1.8289968080438448,0.5582569014681045,-1.601015479316187,-0.536533981920453,0.11526877984930994,0.0860539845537608,0.750256899309753,1.7047888239515383,-0.049982023198977654,-0.14245102984462232,0.5431189377633081,-0.9438816053852157,-1.2495709892343005,-1.9477154111268749,-0.1026366549653181,3.0722889851105504,1.4247375200438261,-1.2260947110424665,-2.5505332276479478,-3.070281973820521,-1.5465940059663814,-1.0826142482421064,0.0808744947240079,-0.9928738595107796,-1.045933594835435,-0.30904450769226743,-0.8175601535849941,-0.039598961290668616,2.019016920683415,0.3136240889006767,-3.3719101174925985,0.5064649122297574,-0.9725825774998857,-1.2800739251206876,-1.1852521917501773,-0.883210220894968,0.022222514158553558,-1.3365994985468372,2.028197419378949,-2.4906198089899783,1.414215518832704,-1.3920507550882921,0.6113561524020203,1.2947472059621608
6,4.605983142844006,-1.0346585390419438,-4.626311540527762,1.139893215711422,2.5819281930309605,-0.586513130868122,-0.36180527180370653,-0.15591486800286272,2.0599095042295152,0.2992600993006951,0.755574911274967,-1.1297077585841189,-1.8026375732281774,-3.6562169581095647,-1.4710172129401944,-3.2113724607101584,-0.20088205396509662,-0.04131498708542741,0.8951427308265472,-3.167643733060026,-4.504846043738642,-1.1829542419472163,1.091886689621584,-0.9056667468335751,-3.293803636302794,-0.5992045157796205,1.3201956825443282,-2.6369039104777188,0.8554571064739713,-3.0200054721046197,0.9682641812372373,0.7790120857873776,4.336794326135781,-0.42173941588296915,4.3107537378990255,1.627228214014536,-1.5405813270701396,1.2442697791769126,3.828704469373738,-2.1200454010526792,0.9561918248764469,1.2306244546178768,1.0720516866950365,-0.15009287355861575,2.5654315380446833,-0.623923820079902,2.1305612475571922,5.732146024033631,-5.059985793136931,-4.3630759714890965,-1.5204835353763309,6.358501704869853,-2.298387209584923,-3.150498452406557,-0.48669904913470025,-0.7849767873593465,-1.6585582682473907,0.6155154383959553,1.2109225784825015,-3.2657624916128603,1.2072524567747889
7,1.951407383777266,0.6355142961340041,0.5642869441432792,0.7793619046035627,-1.0175535124363144,-5.812585099096567,-4.508518933452202,-1.317225499512328,-5.035866182708163,1.9069077395273717,2.2553096466850646,2.4317488791646253,0.008325420413459794,4.958805084784501,-0.22947938393730388,0.33207959379213114,-5.030790075748414,2.7988602107024185,-4.236971883571153,0.646968947288529,-1.000021197503007,-1.5155377200065345,-1.0030321474210115,-1.0173421635027937,2.216351917646083,0.8776092781966458,-1.65303237339302,5.383250769366005,4.518588095737228,-1.5763276156465595,-3.5302277460208846,2.523266300855674,1.7421365802772757,4.25705755320664,-7.147663274977566,-3.723863572541133,2.2127051824517125,-0.5998897708620721,-3.038140270227793,1.0893654791329697,-0.996033014541873,1.8739011894626567,1.4876901213081517,4.022342261833915,-0.5468311783735625,0.8192057857304776,4.005050478407294,-4.2679458835475526,4.668926412487198,1.2010016160047297,6.527355622315548,-2.0707537859261542,2.0379145813684434,0.47093829930590625,-0.5026344941163268,5.727349642789249,1.7413544039388564,-2.7834771025234684,1.406433906446105,-0.7005492635730409,4.807443379258588
8,-1.8641354060369042,-1.6443558538222904,3.6894225664958813,-0.5669777333532261,1.451370237753516,3.359624389468291,3.796115122496119,-0.0013988238263720268,3.179428812017561,-2.3437357455215375,-1.399166215543228,1.217175077889157,4.0563730432520995,-2.3795858740035176,0.5806265803662909,2.3326577931557204,5.750521391896596,-2.0202699353945284,-0.07948005226422872,0.9957571632724871,2.3580579975415965,2.46167997885427,-0.5526528841733122,3.900771192529313,0.2649576389892377,-1.895573073935093,0.7695177871450808,-1.4342329951578268,-6.422251011170138,2.472088098879507,1.282728743830021,-1.4546054587314594,-2.7059138533807543,-1.0097486342654989,1.7542327966290416,2.98235352511726,-2.069578124117844,1.6054868049310782,2.5706983419672427,1.700129849498062,0.37528116198991024,-2.006362438238019,-0.33584150697429577,-1.009573633595041,-2.8563091778555045,2.217030477758648,-2.0928852492259757,-4.499306035800034,-3.7117046244173566,1.1163832375065255,-2.577884309787522,-1.2438870251545726,-2.0289403942047834,0.33652097415640814,-0.18712890711233154,-1.924506985576082,0.09428233471894817,-0.4960754830594237,-4.20790908979502,1.7274936166707469,-0.6425874115689466
9,0.5389852924608103,0.3739476127731238,2.070718651660563,3.1059229091404346,-2.1443238571954018,-1.9541671341906595,-0.9129604485623513,-1.6148377733096604,-2.9401190841771956,0.5451230927016759,0.9360963121557518,-2.1617648199007315,-0.6924448201078668,1.1817173856173877,0.7361009757715444,-0.896494808526533,-0.6639374353288705,2.3848075805026134,-1.950283534149166,-0.6160304826139964,0.10319759826784608,-2.248533464292699,1.6995114810807488,-2.139675115242753,-0.8708431679126012,0.5611344518532981,0.2919745607397951,0.0725135985402787,4.87620622532894,0.3016172208939273,-1.0185621194837962,1.8835865544063093,-1.6379190990777097,0.051779018845195035,-1.5127363581170552,-1.3894042422864743,2.768825380073424,-1.6270045402420394,-2.347428622528981,0.20040219756550415,0.3055880117727459,0.9574949351533267,-0.13552417980294879,0.7053929668481803,2.671186705586993,-2.2719990611275778,-0.562446854762139,1.1650447209536225,3.9779261396629257,0.9078725023937452,2.989086585650718,-0.12777814184871034,3.380118087164058,-0.4229522469198783,1.619429937400248,0.07247001717063817,1.5347789611138052,-0.1680239831198902,2.0207421092718825,-3.042274623970347,1.6078082337795045
10,-1.3448490561959991,-1.541633696432215,1.6767340802100363,1.9176040622549624,8.528339427281864,0.4990297927506883,-6.352257074942741,-1.1649285749491414,0.53005193576451,0.1704345447143279,-2.8307167844660817,4.403070235743633,5.2267679071825,4.147315034807526,-0.3615189909703991,-1.8919077681239067,-7.911216497776603,-0.819370448107832,-1.3655018259185785,-2.0469298654045787,1.7509608968000099,5.501957668870869,-1.3656272506244365,-4.949717137923014,1.8574476060702438,2.083628924152476,2.0098647442313555,5.135941918841191,-0.12105225865059299,2.0020587585361445,0.9816587918291292,1.7094102624125869,3.216194952197713,-1.073043018430239,-0.12772494938375983,-1.1063531012468721,3.2391159605597553,6.871289965915486,-5.151994759036728,-0.38248069621425596,-5.790624721369747,-0.12733577447620953,-2.2253842682472733,6.031762766083027,-1.5962517619500698,4.44013734121592,4.155094665421341,0.9948670069902085,4.783179525024053,2.6544979121388934,2.4106084055276185,3.6877617927050665,0.8751056972346842,2.9002063193838827,-1.0961192987385424,7.268950458738463,1.473615612255989,-3.3438103373056203,3.535910798389936,7.7142047854222175,2.2336714473652006
